Date/Time,Environment:Site Daylight Saving Time Status [](Hourly),Environment:Site Day Type Index [](Hourly),AHU1 LIGHTS:Lights Electric Power [W](Hourly),AHU2 LIGHTS:Lights Electric Power [W](Hourly),AHU3 LIGHTS:Lights Electric Power [W](Hourly),AHU4 LIGHTS:Lights Electric Power [W](Hourly),AHU1:Zone Thermostat Air Temperature [C](Hourly),AHU1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU2:Zone Thermostat Air Temperature [C](Hourly),AHU2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU3:Zone Thermostat Air Temperature [C](Hourly),AHU3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU1 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU2 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU3 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU4 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),LG ARUB121BTE4 VRF HEAT PUMP:VRF Heat Pump Total Cooling Rate [W](Hourly),LG ARUB121BTE4 VRF HEAT PUMP:VRF Heat Pump Part Load Ratio [](Hourly),VRFCOOLCAPFT:Performance Curve Output Value [](Hourly) 
 01/17  06:00:00,0,7,0,13,0,65,23.53482128,25.56,23.1592967,25.56,21.62077297,25.56,25.56,0,0,0,0,0,0,0.660734698
 01/17  07:00:00,0,7,0,13,0,65,23.35484602,25.56,23.02324726,25.56,21.42777203,25.56,25.56,0,0,0,0,0,0,0.660734698
 01/17  08:00:00,0,7,201,7,167,65,23.45372467,25.56,23.4076302,25.56,21.54212442,25.56,25.56,0,0,0,0,0,0,0.660734698
 01/17  09:00:00,0,7,188,310,217,65,21.24393852,22.22,21.81873098,22.22,20.27520948,22.22,22.22,207.9065827,199.1890784,0,58.3247559,491.5494645,1.49E-02,0.692378767
 01/17  10:00:00,0,7,188,876,303,65,21.73978886,22.22,22.70422363,22.22,21.01167091,22.22,22.22,92.68880253,647.9441133,0,462.2818682,1445.650086,4.84E-02,0.675930583
 01/17  11:00:00,0,7,175,805,289,65,22.22038514,22.22,22.22040981,22.22,22.16159349,22.22,22.22,1363.176652,2043.143955,237.2131917,1231.465009,6158.564121,0.183624525,0.623732562
 01/17  12:00:00,0,7,184,848,316,65,22.22136046,22.22,22.22093968,22.22,22.2200578,22.22,22.22,2725.003945,3183.814795,1310.426817,988.7329908,9623.362979,0.274482113,0.646682326
 01/17  13:00:00,0,7,188,841,328,65,22.22321804,22.22,22.22225241,22.22,22.22251714,22.22,22.22,3673.850786,3899.594499,2015.522215,907.2729547,11920.4918,0.332472413,0.661923904
 01/17  14:00:00,0,7,188,824,306,65,22.22399565,22.22,22.22287997,22.22,22.2231788,22.22,22.22,3959.738114,4197.116582,2112.787982,874.7813923,12571.1871,0.357870447,0.648565653
 01/17  15:00:00,0,7,188,845,309,65,22.22339478,22.22,22.22252392,22.22,22.22270188,22.22,22.22,3855.097487,3868.929561,2533.275498,861.1660959,12545.1311,0.363087227,0.637819477
 01/17  16:00:00,0,7,188,783,312,65,22.22050003,22.22,22.22041361,22.22,22.22040538,22.22,22.22,3413.908721,3293.195643,2152.814721,850.4404692,11131.56565,0.322525356,0.637254429
 01/17  17:00:00,0,7,186,759,311,65,22.22000694,22.22,22.22000776,22.22,22.22000596,22.22,22.22,3457.857703,3164.869793,1964.145539,836.7047095,10843.67257,0.309035115,0.647771841
 01/17  18:00:00,0,7,165,730,232,65,25.17508671,25.56,24.9988814,25.56,24.9064208,25.56,25.56,1158.475621,28.58362467,54.58670032,410.9520993,2429.068141,0.11,0.697700601
 01/17  19:00:00,0,7,74,89,89,65,25.56028647,25.56,25.42039552,25.56,25.31075556,25.56,25.56,552.8656686,0,0,575.3833419,1326.486818,0.15,0.672635021
 01/17  20:00:00,0,7,0,3,0,65,25.5601677,25.56,25.26579579,25.56,24.9322367,25.56,25.56,263.7113169,0,0,611.2311169,1072.198689,0.15,0.653699663
 01/17  21:00:00,0,7,0,0,0,65,25.56012537,25.56,25.22115619,25.56,24.76321608,25.56,25.56,214.9414423,0,0,626.8293773,1038.898536,0.15,0.65049803
 01/17  22:00:00,0,7,0,13,0,65,25.56007951,25.56,25.17827534,25.56,24.61814526,25.56,25.56,96.18018132,0,0,635.3432099,928.2239038,0.15,0.640588465
 01/17  23:00:00,0,7,0,1,0,65,25.56005981,25.56,25.01714909,25.56,24.42595587,25.56,25.56,0.908039483,0,0,636.7485144,820.1555086,0.15,0.630478307
 01/17  24:00:00,0,7,0,0,0,65,25.56006121,25.56,24.95185116,25.56,24.32004731,25.56,25.56,0,0,0,636.5255386,789.1910412,0.15,0.626562722
 01/18  01:00:00,0,1,0,3,0,65,25.56005862,25.56,24.89416717,25.56,24.26399245,25.56,25.56,0,0,0,634.945997,764.0536195,0.15,0.623616137
 01/18  02:00:00,0,1,0,5,0,65,25.56007949,25.56,24.85615365,25.56,24.17072131,25.56,25.56,0,0,0,630.919802,694.9977935,0.15,0.614559018
 01/18  03:00:00,0,1,0,4,0,65,25.48742466,25.56,24.77479833,25.56,24.00371576,25.56,25.56,0,0,0,105.016375,109.6344666,2.50E-02,0.608423019
 01/18  04:00:00,0,1,0,2,0,65,25.28668281,25.56,24.54664744,25.56,23.69846883,25.56,25.56,0,0,0,0,0,0,0.608423019
 01/18  05:00:00,0,1,0,0,0,65,25.09783213,25.56,24.4327318,25.56,23.46665501,25.56,25.56,0,0,0,0,0,0,0.608423019
 01/18  06:00:00,0,1,0,3,0,65,24.94394549,25.56,24.3353668,25.56,23.29734913,25.56,25.56,0,0,0,0,0,0,0.608423019
 01/18  07:00:00,0,1,0,0,0,65,24.87431801,25.56,24.34724815,25.56,23.23949238,25.56,25.56,0,0,0,0,0,0,0.608423019
 01/18  08:00:00,0,1,0,11,0,65,24.69543241,25.56,24.21678751,25.56,23.03093938,25.56,25.56,0,0,0,0,0,0,0.608423019
 01/18  09:00:00,0,1,0,4,0,65,24.76415021,25.56,24.29505253,25.56,23.07559234,25.56,25.56,0,0,0,0,0,0,0.608423019
 01/18  10:00:00,0,1,0,4,0,65,25.43788918,25.56,25.03882616,25.56,24.68379048,25.56,25.56,333.1277417,0,7.71746328,677.3827694,1294.331551,9.00E-02,0.683798165
 01/18  11:00:00,0,1,0,6,0,65,25.56028825,25.56,25.5381899,25.56,25.54090488,25.56,25.56,1119.577398,4.982041843,358.2414164,825.7599071,3547.417459,0.15,0.756513798
 01/18  12:00:00,0,1,21,45,35,65,25.56067186,25.56,25.5596484,25.56,25.55973977,25.56,25.56,1335.11033,287.6875806,1.422818998,757.301025,3724.956706,0.15,0.76196132
 01/18  13:00:00,0,1,27,22,42,65,25.56071802,25.56,25.56023612,25.56,25.56037918,25.56,25.56,2085.241672,572.8533062,1100.548366,744.6506133,5904.322895,0.152383015,0.772593336
 01/18  14:00:00,0,1,167,351,169,65,25.56004447,25.56,25.56001965,25.56,25.56002648,25.56,25.56,2798.118628,1200.73365,1769.721444,743.3405213,7920.726499,0.187435395,0.780112911
 01/18  15:00:00,0,1,195,921,268,71,25.56000069,25.56,25.56000045,25.56,25.56000041,25.56,25.56,3108.014621,1756.18581,1973.829113,749.0387377,9000.046713,0.211905564,0.784077798
 01/18  16:00:00,0,1,103,450,204,65,25.56005519,25.56,25.56005097,25.56,25.5600457,25.56,25.56,2410.316639,1197.799874,1220.047976,743.4185423,6976.751543,0.164909628,0.781052922
 01/18  17:00:00,0,1,123,800,176,65,25.56005461,25.56,25.56005718,25.56,25.56004623,25.56,25.56,2646.132914,1347.106885,1266.467369,752.5270219,7419.110206,0.17532725,0.781199073
 01/18  18:00:00,0,1,221,493,182,65,25.5602056,25.56,25.56008861,25.56,25.56005804,25.56,25.56,2828.175032,934.6580089,1100.582841,747.7043957,7016.441995,0.173662308,0.776288355
 01/18  19:00:00,0,1,126,245,129,65,25.56072345,25.56,25.5601413,25.56,25.56012327,25.56,25.56,1329.570952,122.1196108,46.60877904,744.8386577,3514.936244,0.15,0.751230013
 01/18  20:00:00,0,1,165,15,184,65,25.56051232,25.56,25.56028078,25.56,25.55007707,25.56,25.56,880.5552293,0,0,718.6567597,2030.213356,0.15,0.704079272
 01/18  21:00:00,0,1,110,12,122,65,25.56030491,25.56,25.48606826,25.56,25.28253252,25.56,25.56,461.6031896,0,0,702.207793,1362.186591,0.15,0.663988735
 01/18  22:00:00,0,1,53,13,58,65,25.56013298,25.56,25.25396605,25.56,24.88175069,25.56,25.56,192.947816,0,0,688.7734526,1079.003792,0.15,0.639782495
 01/18  23:00:00,0,1,53,14,58,65,25.55839063,25.56,25.0163239,25.56,24.52288618,25.56,25.56,22.20945827,0,0,564.6729395,709.5829615,0.125,0.620119557
 01/18  24:00:00,0,1,0,14,0,65,25.45062049,25.56,24.63681897,25.56,24.02173143,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  01:00:00,0,2,0,13,0,65,25.26846578,25.56,24.5379816,25.56,23.71346086,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  02:00:00,0,2,0,14,0,65,24.98971317,25.56,24.31358834,25.56,23.35079174,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  03:00:00,0,2,0,15,0,65,24.72406009,25.56,24.11980301,25.56,23.00893671,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  04:00:00,0,2,0,13,0,65,24.50813167,25.56,23.96957424,25.56,22.73341168,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  05:00:00,0,2,0,11,0,65,24.25923981,25.56,23.79638884,25.56,22.42875063,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  06:00:00,0,2,0,10,0,65,24.08466123,25.56,23.64840047,25.56,22.23746412,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  07:00:00,0,2,0,13,0,65,23.99061925,25.56,23.61414826,25.56,22.14998353,25.56,25.56,0,0,0,0,0,0,0.611080681
 01/19  08:00:00,0,2,186,224,195,65,22.2233425,22.22,22.22274281,22.22,22.21344681,22.22,22.22,1428.270417,1115.031276,0,1442.349568,5012.231807,0.16528115,0.625603234
 01/19  09:00:00,0,2,223,826,293,65,21.56493998,22.22,22.58764995,22.22,20.99563551,22.22,22.22,0,0,0,95.46262338,125.7582545,1.25E-02,0.572408434
 01/19  10:00:00,0,2,207,780,312,65,22.08511868,22.22,22.62155917,22.22,21.69791082,22.22,22.22,304.5327747,921.7259414,0,825.5218111,2645.619584,9.72E-02,0.649941176
 01/19  11:00:00,0,2,221,793,302,65,22.22246313,22.22,22.22187232,22.22,22.21061653,22.22,22.22,1699.198275,1871.287088,521.1573851,1007.214082,6502.193547,0.191937945,0.626299574
 01/19  12:00:00,0,2,220,833,315,65,22.2242183,22.22,22.22293161,22.22,22.22297719,22.22,22.22,2534.909079,2876.567223,1159.920335,912.3193907,8896.293973,0.273345216,0.601726261
 01/19  13:00:00,0,2,223,846,346,65,22.22305783,22.22,22.22221693,22.22,22.22226202,22.22,22.22,3610.852458,3779.931275,3238.635907,873.0009205,12930.57081,0.415839704,0.574253959
 01/19  14:00:00,0,2,223,840,278,65,22.22126379,22.22,22.2209931,22.22,22.2209669,22.22,22.22,4087.053384,4100.224586,3364.815892,863.7015084,13847.48491,0.443624955,0.576244514
 01/19  15:00:00,0,2,211,870,295,65,22.22087257,22.22,22.2206987,22.22,22.2207304,22.22,22.22,3976.140946,3957.393503,2887.107766,860.6858694,13110.1716,0.406191655,0.596040507
 01/19  16:00:00,0,2,210,773,270,65,22.22143304,22.22,22.22108092,22.22,22.221181,22.22,22.22,3610.903073,3413.848967,2338.034229,856.5017613,11642.4662,0.350501137,0.61335699
 01/19  17:00:00,0,2,223,833,349,65,22.22201892,22.22,22.22152867,22.22,22.22163659,22.22,22.22,4033.089336,3278.008584,2645.103356,852.5479053,12234.21149,0.362743695,0.62264476
 01/19  18:00:00,0,2,223,808,325,65,22.22232096,22.22,22.22179026,22.22,22.22188468,22.22,22.22,4247.510281,3124.508917,2505.434661,845.1187069,12147.70094,0.357334896,0.627607737
 01/19  19:00:00,0,2,223,813,351,65,22.22039131,22.22,22.22033471,22.22,22.22032685,22.22,22.22,2630.580693,2390.789183,1168.337886,828.6880385,8429.17065,0.247435284,0.628923122
 01/19  20:00:00,0,2,130,392,175,65,24.36742826,25.56,23.99968512,25.56,23.51108508,25.56,25.56,0,0,0,0,0,0,0.629483641
 01/19  21:00:00,0,2,122,399,161,65,25.44087845,25.56,24.89131929,25.56,24.21299646,25.56,25.56,1.344578932,0,0,310.0530463,370.2763837,5.28E-02,0.638467473
 01/19  22:00:00,0,2,0,11,0,65,25.55874494,25.56,24.87134139,25.56,24.2217601,25.56,25.56,0,0,0,452.0871756,475.8978692,1.00E-01,0.608464578
 01/19  23:00:00,0,2,0,13,0,65,25.54499725,25.56,24.73315633,25.56,24.07327805,25.56,25.56,0,0,0,0,0,0,0.607842638
 01/19  24:00:00,0,2,0,7,0,65,25.49814164,25.56,24.66074959,25.56,23.97122309,25.56,25.56,0,0,0,0,0,0,0.607842638
 01/20  01:00:00,0,3,0,10,0,65,25.38030871,25.56,24.59986761,25.56,23.80705297,25.56,25.56,0,0,0,0,0,0,0.607842638
 01/20  02:00:00,0,3,0,13,0,65,25.3098408,25.56,24.609085,25.56,23.71089659,25.56,25.56,0,0,0,0,0,0,0.607842638
 01/20  03:00:00,0,3,0,7,0,65,25.37944569,25.56,24.762911,25.56,23.79934216,25.56,25.56,0,0,0,0,0,0,0.607842638
 01/20  04:00:00,0,3,0,7,0,65,25.5440859,25.56,25.01001024,25.56,24.02549666,25.56,25.56,0,0,0,596.1850737,621.2877937,8.00E-02,0.636073349
 01/20  05:00:00,0,3,0,12,0,65,25.50287566,25.56,24.96963302,25.56,23.98229032,25.56,25.56,0,0,0,0,0,0,0.608880795
 01/20  06:00:00,0,3,0,9,0,65,25.39770772,25.56,24.8823368,25.56,23.8436696,25.56,25.56,0,0,0,0,0,0,0.608880795
 01/20  07:00:00,0,3,0,9,0,65,25.48964966,25.56,25.01156148,25.56,23.95534377,25.56,25.56,0,0,0,0,0,0,0.608880795
 01/20  08:00:00,0,3,196,76,181,65,22.28733972,22.22,22.26646443,22.22,22.23225463,22.22,22.22,2992.796052,2384.073049,945.7360195,1465.674651,9202.042175,0.259530805,0.646724515
 01/20  09:00:00,0,3,208,819,282,65,22.22120971,22.22,22.22082663,22.22,22.22089922,22.22,22.22,1255.160596,1966.525651,0.682521752,1072.946042,5676.159474,0.162699319,0.644121857
 01/20  10:00:00,0,3,204,814,327,65,22.22154097,22.22,22.22108118,22.22,22.22123833,22.22,22.22,1695.812891,2116.772524,346.2813477,921.5186127,6483.650518,0.180876004,0.661556417
 01/20  11:00:00,0,3,206,824,267,65,22.22214052,22.22,22.22154094,22.22,22.22173705,22.22,22.22,2378.621655,2683.560514,866.532915,861.0037434,8199.607563,0.223017181,0.678304159
 01/20  12:00:00,0,3,222,846,335,65,22.22304232,22.22,22.22220792,22.22,22.22247097,22.22,22.22,2960.659842,3387.793707,1390.829178,837.6951555,9993.79217,0.265819513,0.694055054
 01/20  13:00:00,0,3,211,855,299,65,22.22354858,22.22,22.2226096,22.22,22.22288606,22.22,22.22,3276.96157,3737.554748,1548.57833,833.724598,10816.81038,0.288716734,0.691663657
 01/20  14:00:00,0,3,202,851,255,65,22.22384203,22.22,22.22283182,22.22,22.22306295,22.22,22.22,3453.482981,3580.216947,2076.777378,835.0750131,11367.66978,0.305735468,0.686412579
 01/20  15:00:00,0,3,209,849,319,65,22.22363028,22.22,22.22272785,22.22,22.22287946,22.22,22.22,3105.054169,3127.732542,1794.305367,834.7989214,10279.80932,0.283209402,0.669930406
 01/20  16:00:00,0,3,203,792,301,65,22.2232377,22.22,22.22245059,22.22,22.22259733,22.22,22.22,2576.377767,2805.918679,1281.997517,828.5669508,8905.474295,0.249363468,0.659263092
 01/20  17:00:00,0,3,224,800,311,65,22.22258782,22.22,22.22200955,22.22,22.22211825,22.22,22.22,2421.29083,2429.292866,1105.317419,820.8730678,8186.612758,0.230756825,0.654987122
 01/20  18:00:00,0,3,223,815,307,65,22.22220159,22.22,22.22172934,22.22,22.22183073,22.22,22.22,2668.021064,2402.087695,1213.007873,816.6308434,8510.83756,0.235700372,0.66662091
 01/20  19:00:00,0,3,223,833,350,65,22.22039342,22.22,22.22033706,22.22,22.2203341,22.22,22.22,2272.209777,2234.521067,885.3833222,812.6879151,7612.42429,0.20896976,0.672529391
 01/20  20:00:00,0,3,125,328,177,65,24.31222553,25.56,23.91523302,25.56,23.48064358,25.56,25.56,0,0,0,0,0,0,0.67381535
 01/20  21:00:00,0,3,135,435,182,65,25.4239384,25.56,24.88696882,25.56,24.21587029,25.56,25.56,0,0,0,233.7466803,274.0863926,3.75E-02,0.665690796
 01/20  22:00:00,0,3,0,14,0,65,25.55099012,25.56,24.82563282,25.56,24.18102123,25.56,25.56,0,0,0,0,0,0,0.628955837
 01/20  23:00:00,0,3,0,9,0,65,25.55794928,25.56,24.807818,25.56,24.15808596,25.56,25.56,16.31695496,0,0,685.5061585,825.7768945,0.12,0.636513242
 01/20  24:00:00,0,3,0,7,0,65,25.56005825,25.56,25.0126888,25.56,24.35575642,25.56,25.56,98.44741419,0,0,713.2888824,1008.747631,0.15,0.65227897
 01/21  01:00:00,0,4,0,9,0,65,25.56006626,25.56,25.06835362,25.56,24.4498301,25.56,25.56,116.1725055,0,0,675.0927184,988.1972336,0.15,0.660742309
 01/21  02:00:00,0,4,0,7,0,65,25.56006386,25.56,25.11729753,25.56,24.4818181,25.56,25.56,108.0723014,0,0,655.9848986,960.8837797,0.15,0.663754061
 01/21  03:00:00,0,4,0,3,0,65,25.56005662,25.56,25.15389619,25.56,24.46876033,25.56,25.56,91.53975977,0,0,648.9921285,937.2673084,0.15,0.66476023
 01/21  04:00:00,0,4,0,3,0,65,25.56005609,25.56,25.13760795,25.56,24.44448055,25.56,25.56,63.80485893,0,0,642.7333555,903.1419106,0.15,0.662667367
 01/21  05:00:00,0,4,0,3,0,65,25.56005268,25.56,25.09161949,25.56,24.40198943,25.56,25.56,39.06214826,0,0,640.6373677,876.1992132,0.15,0.660244734
 01/21  06:00:00,0,4,0,7,0,65,25.56005743,25.56,25.04809445,25.56,24.33938189,25.56,25.56,3.744632208,0,0,636.0990054,811.1769467,0.15,0.646977306
 01/21  07:00:00,0,4,0,10,0,65,25.560059,25.56,25.0371563,25.56,24.30735351,25.56,25.56,1.30069828,0,0,633.6649755,824.6738599,0.15,0.65305718
 01/21  08:00:00,0,4,200,24,176,65,22.27157075,22.22,22.25412189,22.22,22.23540585,22.22,22.22,3279.092082,2245.015342,1172.214419,1021.54455,9139.488384,0.218551448,0.765514101
 01/21  09:00:00,0,4,188,687,263,65,22.22356827,22.22,22.22295877,22.22,22.22275045,22.22,22.22,1484.260852,1774.824752,321.5115377,880.6498531,5863.4839,0.15,0.760659073
 01/21  10:00:00,0,4,187,805,239,65,22.2235714,22.22,22.22281907,22.22,22.22294272,22.22,22.22,2424.890149,2593.729385,1233.337786,838.8084191,8501.821019,0.204851237,0.765935198
 01/21  11:00:00,0,4,175,756,272,65,22.22435659,22.22,22.22329559,22.22,22.22355061,22.22,22.22,3398.446792,3544.346829,2114.598786,826.7276839,11305.9995,0.26983984,0.773389826
 01/21  12:00:00,0,4,188,774,302,65,22.22528259,22.22,22.22395426,22.22,22.22429707,22.22,22.22,4216.317886,4493.958602,2723.991633,829.0798992,13694.44684,0.325574729,0.776515297
 01/21  13:00:00,0,4,188,805,254,65,22.22602599,22.22,22.22449834,22.22,22.22491268,22.22,22.22,4963.325979,5193.251801,3132.040928,842.925041,15569.88174,0.370692211,0.775445929
 01/21  14:00:00,0,4,188,863,292,65,22.22531106,22.22,22.22407561,22.22,22.22432985,22.22,22.22,5420.749662,5505.553519,4369.956757,855.9755993,17598.40363,0.420139456,0.773289742
 01/21  15:00:00,0,4,187,876,316,65,22.22532192,22.22,22.22409396,22.22,22.22435218,22.22,22.22,5273.514793,5144.969285,4064.04635,865.3637565,16790.94548,0.396829306,0.781157819
 01/21  16:00:00,0,4,188,857,336,65,22.22598381,22.22,22.22457887,22.22,22.22484055,22.22,22.22,4644.362036,4721.758844,3708.813504,866.882167,15379.41936,0.364321949,0.779297213
 01/21  17:00:00,0,4,188,821,288,65,22.22592432,22.22,22.22463655,22.22,22.22481675,22.22,22.22,5331.224296,4264.189324,3867.687931,863.2898409,15765.48441,0.375057651,0.775982594
 01/21  18:00:00,0,4,188,816,315,65,22.22508238,22.22,22.22411418,22.22,22.22421928,22.22,22.22,5361.094852,3988.561711,3462.236254,857.3786363,15105.81816,0.361458009,0.771503605
 01/21  19:00:00,0,4,188,847,268,65,22.22071273,22.22,22.22065633,22.22,22.22061774,22.22,22.22,3061.076357,2822.85834,1521.369533,845.408242,9666.262496,0.231554679,0.770692477
 01/21  20:00:00,0,4,85,16,75,65,24.75197392,25.56,24.06958837,25.56,23.93457325,25.56,25.56,111.1782648,0,0,241.5465344,412.8421485,5.00E-02,0.737442567
 01/21  21:00:00,0,4,144,687,195,65,25.56025906,25.56,25.46459454,25.56,25.13401201,25.56,25.56,609.5540021,0,0,610.6040167,1829.142712,0.15,0.769102038
 01/21  22:00:00,0,4,44,24,50,65,25.56030607,25.56,25.5512307,25.56,25.31279647,25.56,25.56,592.9126762,0,0,628.0634565,1452.258458,0.15,0.755799843
 01/21  23:00:00,0,4,0,9,0,65,25.56033143,25.56,25.56007492,25.56,25.34100399,25.56,25.56,606.6203644,0,0,643.9048822,1646.932055,0.15,0.763494182
 01/21  24:00:00,0,4,0,8,0,65,25.5602878,25.56,25.56035344,25.56,25.2974694,25.56,25.56,540.1183329,0,0,654.6266244,1502.668386,0.15,0.757092877
 01/22  01:00:00,0,5,0,6,0,65,25.5602168,25.56,25.54207592,25.56,25.12959321,25.56,25.56,391.8630644,0,0,663.2076905,1257.396687,0.15,0.735893706
 01/22  02:00:00,0,5,0,6,0,65,25.56020003,25.56,25.5057839,25.56,25.00462638,25.56,25.56,378.2105434,0,0,667.1279954,1243.255072,0.15,0.733056289
 01/22  03:00:00,0,5,0,5,0,65,25.5601881,25.56,25.54268087,25.56,24.97833401,25.56,25.56,338.4510414,0,0,666.3065584,1208.267184,0.15,0.72675135
 01/22  04:00:00,0,5,0,8,0,65,25.56013573,25.56,25.47940558,25.56,24.83422423,25.56,25.56,230.2779103,0,0,665.7886104,1093.404631,0.15,0.709023835
 01/22  05:00:00,0,5,0,6,0,65,25.56008892,25.56,25.37986997,25.56,24.68482253,25.56,25.56,130.6036418,0,0,663.9660093,991.5144653,0.15,0.689660336
 01/22  06:00:00,0,5,0,5,0,65,25.56005982,25.56,25.24044168,25.56,24.5296057,25.56,25.56,45.75881219,0,0,660.8018382,903.1644334,0.15,0.670488981
 01/22  07:00:00,0,5,0,4,0,65,25.56005674,25.56,25.20929182,25.56,24.50952154,25.56,25.56,96.70386951,0,0,652.6702027,946.1437555,0.15,0.68527185
 01/22  08:00:00,0,5,199,65,179,65,22.28168554,22.22,22.26013525,22.22,22.24204071,22.22,22.22,3280.097389,2589.906717,1360.426942,1035.522225,9691.503172,0.228296426,0.777449442
 01/22  09:00:00,0,5,189,858,247,65,22.22351857,22.22,22.2223705,22.22,22.22272643,22.22,22.22,1737.873681,2249.275513,840.3188128,895.6092459,7128.832798,0.16949969,0.776370855
 01/22  10:00:00,0,5,187,874,279,65,22.22477556,22.22,22.22344488,22.22,22.223631,22.22,22.22,2903.853758,3084.498493,2866.981283,848.5251483,11125.03959,0.262678044,0.781774364
 01/22  11:00:00,0,5,183,853,266,65,22.22529054,22.22,22.22395322,22.22,22.22402166,22.22,22.22,4042.342689,3968.815346,4278.345094,836.7047394,14560.65023,0.343540162,0.782473655
 01/22  12:00:00,0,5,188,787,327,65,22.2257152,22.22,22.22433125,22.22,22.22438559,22.22,22.22,5062.589702,4527.088195,5214.919539,837.4057711,17086.19417,0.404468229,0.77993467
 01/22  13:00:00,0,5,166,832,306,65,22.22572958,22.22,22.22436709,22.22,22.22444921,22.22,22.22,5222.33296,5042.473938,4946.8892,849.300134,17506.81077,0.418207421,0.772812735
 01/22  14:00:00,0,5,189,832,242,65,22.22534697,22.22,22.22408908,22.22,22.22422847,22.22,22.22,5219.108445,5183.106393,4392.106969,861.47444,17100.04066,0.410663483,0.768716995
 01/22  15:00:00,0,5,188,866,272,65,22.22531965,22.22,22.22406587,22.22,22.22425941,22.22,22.22,4948.488575,4949.286595,3872.107661,867.9924727,16078.17531,0.387920597,0.765148781
 01/22  16:00:00,0,5,166,809,264,65,22.22526229,22.22,22.22402818,22.22,22.22421749,22.22,22.22,4446.403806,4587.844464,3571.399498,867.6049947,14909.03991,0.362139068,0.76003014
 01/22  17:00:00,0,5,188,832,252,65,22.22495888,22.22,22.22383503,22.22,22.2240115,22.22,22.22,4118.076636,4135.882667,3067.805076,861.4575215,13614.01023,0.331390665,0.758412389
 01/22  18:00:00,0,5,188,824,276,65,22.22436615,22.22,22.22349357,22.22,22.22362835,22.22,22.22,4991.812707,3828.274504,3189.612805,852.979071,14296.10029,0.346815189,0.76094918
 01/22  19:00:00,0,5,188,841,328,65,22.2206396,22.22,22.22058382,22.22,22.22055325,22.22,22.22,2925.968119,2740.401895,1518.894959,840.188495,9440.130623,0.229236935,0.760264104
 01/22  20:00:00,0,5,149,533,200,65,24.72571862,25.56,24.41089125,25.56,23.95363049,25.56,25.56,58.29269013,0,0,187.9069892,291.8926993,3.57E-02,0.742373158
 01/22  21:00:00,0,5,22,8,0,65,25.56011382,25.56,25.1542991,25.56,24.708421,25.56,25.56,247.82289,0,0,603.7781816,1048.76688,0.15,0.705142293
 01/22  22:00:00,0,5,2,9,0,65,25.56017264,25.56,25.18414718,25.56,24.81512937,25.56,25.56,325.5751309,0,0,621.9628776,1145.075569,0.15,0.715737707
 01/22  23:00:00,0,5,0,13,0,65,25.5601824,25.56,25.30040032,25.56,24.89015315,25.56,25.56,365.252732,0,0,635.5368567,1198.533496,0.15,0.719746835
 01/22  24:00:00,0,5,0,13,0,65,25.56018867,25.56,25.38864335,25.56,24.92806542,25.56,25.56,379.9268004,0,0,643.5497472,1221.308366,0.15,0.719581033
 01/23  01:00:00,0,6,0,15,0,65,25.56023784,25.56,25.40646111,25.56,24.95838683,25.56,25.56,386.1325696,0,0,648.5497529,1232.557563,0.15,0.720352478
 01/23  02:00:00,0,6,0,14,0,65,25.56022987,25.56,25.47093286,25.56,24.96018049,25.56,25.56,377.226509,0,0,654.1859767,1229.275056,0.15,0.720571269
 01/23  03:00:00,0,6,0,15,0,65,25.56017001,25.56,25.46796749,25.56,24.88673864,25.56,25.56,283.9413151,0,0,655.366558,1136.813542,0.15,0.707968458
 01/23  04:00:00,0,6,0,14,0,65,25.56011623,25.56,25.38422525,25.56,24.74686044,25.56,25.56,198.3565662,0,0,656.9033247,1052.439877,0.15,0.694495385
 01/23  05:00:00,0,6,0,14,0,65,25.56009857,25.56,25.35295827,25.56,24.67428294,25.56,25.56,173.527321,0,0,655.6964976,1026.302916,0.15,0.689880515
 01/23  06:00:00,0,6,0,13,0,65,25.5600895,25.56,25.28896928,25.56,24.62376621,25.56,25.56,159.4998412,0,0,653.9064016,1010.424048,0.15,0.687249772
 01/23  07:00:00,0,6,0,13,0,65,25.56010513,25.56,25.33868721,25.56,24.65846763,25.56,25.56,226.4164001,0,0,652.9716166,1076.661498,0.15,0.699762744
