Date/Time,AHU1 WIN NW OFFICE 1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU2 WIN NE BREAK ROOM:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SE OFFICE 2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SW OFFICE:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly) ,,NW,NE,SE,SW
 02/25  19:00:00,19.97863772,0,0,31.84178401,,0,0,0,0
 02/25  20:00:00,0,0,0,0,,0,0,0,0
 02/25  21:00:00,0,0,0,0,,0,0,0,0
 02/25  22:00:00,0,0,0,0,,0,0,0,0
 02/25  23:00:00,0,0,0,0,,0,0,0,0
 02/25  24:00:00,0,0,0,0,,0,0,0,0
 02/26  01:00:00,0,0,0,0,,0,0,0,0
 02/26  02:00:00,0,0,0,0,,0,0,0,0
 02/26  03:00:00,0,0,0,0,,0,0,0,0
 02/26  04:00:00,0,0,0,0,,0,0,0,0
 02/26  05:00:00,0,0,0,0,,0,0,0,0
 02/26  06:00:00,0,0,0,0,,0,0,0,0
 02/26  07:00:00,0,15.54494297,24.76069718,0,,0,0,0,0
 02/26  08:00:00,0,163.4106636,313.08471,0,,0,1,1,0
 02/26  09:00:00,0,192.5912185,525.4764056,0,,0,1,1,0
 02/26  10:00:00,0,92.30321901,504.2823735,0,,0,1,1,0
 02/26  11:00:00,0,5.194644073,430.4670924,22.00143119,,0,0,1,0
 02/26  12:00:00,0,0,306.2853342,91.40396015,,0,0,1,1
 02/26  13:00:00,0,0,200.4551524,198.1769421,,0,0,1,1
 02/26  14:00:00,0,0,77.33460607,257.276933,,0,0,1,1
 02/26  15:00:00,3.13707044,0,17.0737021,327.1611133,,0,0,0,1
 02/26  16:00:00,59.90264136,0,0,379.6184084,,1,0,0,1
 02/26  17:00:00,128.1995173,0,0,382.6407354,,1,0,0,1
 02/26  18:00:00,82.7634089,0,0,163.5879108,,1,0,0,1
 02/26  19:00:00,6.237807358,0,0,9.941764669,,0,0,0,0
 02/26  20:00:00,0,0,0,0,,0,0,0,0
 02/26  21:00:00,0,0,0,0,,0,0,0,0
 02/26  22:00:00,0,0,0,0,,0,0,0,0
 02/26  23:00:00,0,0,0,0,,0,0,0,0
 02/26  24:00:00,0,0,0,0,,0,0,0,0
 02/27  01:00:00,0,0,0,0,,0,0,0,0
 02/27  02:00:00,0,0,0,0,,0,0,0,0
 02/27  03:00:00,0,0,0,0,,0,0,0,0
 02/27  04:00:00,0,0,0,0,,0,0,0,0
 02/27  05:00:00,0,0,0,0,,0,0,0,0
 02/27  06:00:00,0,0,0,0,,0,0,0,0
 02/27  07:00:00,0,7.639986175,12.16931992,0,,0,0,0,0
 02/27  08:00:00,0,94.07021707,182.1175358,0,,0,1,1,0
 02/27  09:00:00,0,150.4280297,413.7164467,0,,0,1,1,0
 02/27  10:00:00,0,85.29926184,469.6520362,0,,0,1,1,0
 02/27  11:00:00,0,4.98747917,423.4567164,22.18358101,,0,0,1,0
 02/27  12:00:00,0,0,319.3823477,94.29320857,,0,0,1,1
 02/27  13:00:00,0,0,183.9234476,183.5905785,,0,0,1,1
 02/27  14:00:00,0,0,88.01050812,296.1924504,,0,0,1,1
 02/27  15:00:00,3.795375801,0,19.77721101,384.2994789,,0,0,0,1
 02/27  16:00:00,68.53717115,0,0,445.7092679,,1,0,0,1
 02/27  17:00:00,101.0201506,0,0,302.9830787,,1,0,0,1
 02/27  18:00:00,87.39290072,0,0,171.2390882,,1,0,0,1
 02/27  19:00:00,7.061668707,0,0,11.25482793,,0,0,0,0
 02/27  20:00:00,0,0,0,0,,0,0,0,0
 02/27  21:00:00,0,0,0,0,,0,0,0,0
 02/27  22:00:00,0,0,0,0,,0,0,0,0
 02/27  23:00:00,0,0,0,0,,0,0,0,0
 02/27  24:00:00,0,0,0,0,,0,0,0,0
 02/28  01:00:00,0,0,0,0,,0,0,0,0
 02/28  02:00:00,0,0,0,0,,0,0,0,0
 02/28  03:00:00,0,0,0,0,,0,0,0,0
 02/28  04:00:00,0,0,0,0,,0,0,0,0
 02/28  05:00:00,0,0,0,0,,0,0,0,0
 02/28  06:00:00,0,0,0,0,,0,0,0,0
 02/28  07:00:00,0,15.01500173,23.91658251,0,,0,0,0,0
 02/28  08:00:00,0,157.0600704,300.7582291,0,,0,1,1,0
 02/28  09:00:00,0,185.8807186,508.7441068,0,,0,1,1,0
 02/28  10:00:00,0,97.15006467,530.8567878,0,,0,1,1,0
 02/28  11:00:00,0,5.333321509,442.7160313,22.90993913,,0,0,1,0
 02/28  12:00:00,0,0,328.1840394,97.1479061,,0,0,1,1
 02/28  13:00:00,0,0,195.4600207,194.8471862,,0,0,1,1
 02/28  14:00:00,0,0,92.05013401,312.1162418,,0,0,1,1
 02/28  15:00:00,4.295360279,0,23.00907443,445.9321139,,0,0,0,1
 02/28  16:00:00,74.86005029,0,0,485.2506246,,1,0,0,1
 02/28  17:00:00,128.5064748,0,0,382.3904699,,1,0,0,1
 02/28  18:00:00,127.4498176,0,0,249.1234588,,1,0,0,1
 02/28  19:00:00,10.59250306,0,0,16.88224189,,0,0,0,0
 02/28  20:00:00,0,0,0,0,,0,0,0,0
 02/28  21:00:00,0,0,0,0,,0,0,0,0
 02/28  22:00:00,0,0,0,0,,0,0,0,0
 02/28  23:00:00,0,0,0,0,,0,0,0,0
 02/28  24:00:00,0,0,0,0,,0,0,0,0
 03/01  01:00:00,0,0,0,0,,0,0,0,0
 03/01  02:00:00,0,0,0,0,,0,0,0,0
 03/01  03:00:00,0,0,0,0,,0,0,0,0
 03/01  04:00:00,0,0,0,0,,0,0,0,0
 03/01  05:00:00,0,0,0,0,,0,0,0,0
 03/01  06:00:00,0,0,0,0,,0,0,0,0
 03/01  07:00:00,0,25.52550294,40.65819026,0,,0,0,0,0
 03/01  08:00:00,0,235.4043116,447.8728907,0,,0,1,1,0
 03/01  09:00:00,0,225.5633035,614.8008004,0,,0,1,1,0
 03/01  10:00:00,0,111.0334757,606.4582476,0,,0,1,1,0
 03/01  11:00:00,0,6.145382157,512.5901941,26.57376715,,0,0,1,0
 03/01  12:00:00,0,0,380.5740814,112.6884517,,0,0,1,1
 03/01  13:00:00,0,0,225.5548854,223.9409241,,0,0,1,1
 03/01  14:00:00,0,0,99.01393083,332.3148993,,0,0,1,1
 03/01  15:00:00,3.973892445,0,22.48753985,425.1981444,,0,0,0,1
 03/01  16:00:00,71.82421584,0,0,457.5998072,,1,0,0,1
 03/01  17:00:00,161.1521877,0,0,476.0541102,,1,0,0,1
 03/01  18:00:00,168.3911217,0,0,328.1580818,,1,0,0,1
 03/01  19:00:00,16.91858128,0,0,26.96469191,,0,0,0,0
 03/01  20:00:00,0,0,0,0,,0,0,0,0
 03/01  21:00:00,0,0,0,0,,0,0,0,0
 03/01  22:00:00,0,0,0,0,,0,0,0,0
 03/01  23:00:00,0,0,0,0,,0,0,0,0
 03/01  24:00:00,0,0,0,0,,0,0,0,0
 03/02  01:00:00,0,0,0,0,,0,0,0,0
 03/02  02:00:00,0,0,0,0,,0,0,0,0
 03/02  03:00:00,0,0,0,0,,0,0,0,0
 03/02  04:00:00,0,0,0,0,,0,0,0,0
 03/02  05:00:00,0,0,0,0,,0,0,0,0
 03/02  06:00:00,0,0,0,0,,0,0,0,0
 03/02  07:00:00,0,30.79710631,38.10253594,0,,0,0,0,0
 03/02  08:00:00,0,177.7981148,265.4578557,0,,0,1,1,0
 03/02  09:00:00,0,244.3284882,492.5558027,0,,0,1,1,0
 03/02  10:00:00,0,141.7729111,471.6228677,0,,0,1,1,0
 03/02  11:00:00,0,27.48526234,398.9602146,4.843361512,,0,0,1,0
 03/02  12:00:00,0,0,268.5567216,55.27689726,,0,0,1,1
 03/02  13:00:00,0,0,121.2441582,132.2089235,,0,0,1,1
 03/02  14:00:00,0,0,37.99113819,227.1364997,,0,0,0,1
 03/02  15:00:00,24.93904038,0,1.764714745,382.5964168,,0,0,0,1
 03/02  16:00:00,80.70335703,0,0,299.3885002,,1,0,0,1
 03/02  17:00:00,167.2261953,0,0,346.3074145,,1,0,0,1
 03/02  18:00:00,84.24394119,0,0,125.0390468,,1,0,0,1
 03/02  19:00:00,6.369851992,0,0,7.809613376,,0,0,0,0
 03/02  20:00:00,0,0,0,0,,0,0,0,0
 03/02  21:00:00,0,0,0,0,,0,0,0,0
 03/02  22:00:00,0,0,0,0,,0,0,0,0
 03/02  23:00:00,0,0,0,0,,0,0,0,0
 03/02  24:00:00,0,0,0,0,,0,0,0,0
 03/03  01:00:00,0,0,0,0,,0,0,0,0
 03/03  02:00:00,0,0,0,0,,0,0,0,0
 03/03  03:00:00,0,0,0,0,,0,0,0,0
 03/03  04:00:00,0,0,0,0,,0,0,0,0
 03/03  05:00:00,0,0,0,0,,0,0,0,0
 03/03  06:00:00,0,0,0,0,,0,0,0,0
 03/03  07:00:00,0,22.91744934,28.37151639,0,,0,0,0,0
 03/03  08:00:00,0,134.662243,200.1065425,0,,0,1,1,0
 03/03  09:00:00,0,160.6178299,324.4405077,0,,0,1,1,0
 03/03  10:00:00,0,98.46093886,322.8596364,0,,0,1,1,0
 03/03  11:00:00,0,13.5444516,185.066988,2.139458213,,0,0,1,0
 03/03  12:00:00,0,0,119.784382,24.65661992,,0,0,1,0
 03/03  13:00:00,0,0,59.02234089,69.38447176,,0,0,1,1
 03/03  14:00:00,0,0,31.57586185,189.8367888,,0,0,0,1
 03/03  15:00:00,18.30344534,0,1.3539442,281.18158,,0,0,0,1
 03/03  16:00:00,54.95283362,0,0,210.7867161,,1,0,0,1
 03/03  17:00:00,54.65315618,0,0,114.3708041,,1,0,0,1
 03/03  18:00:00,43.1731008,0,0,63.1376593,,0,0,0,1
 03/03  19:00:00,4.235090784,0,0,5.192337542,,0,0,0,0
 03/03  20:00:00,0,0,0,0,,0,0,0,0
 03/03  21:00:00,0,0,0,0,,0,0,0,0
 03/03  22:00:00,0,0,0,0,,0,0,0,0
 03/03  23:00:00,0,0,0,0,,0,0,0,0
 03/03  24:00:00,0,0,0,0,,0,0,0,0
 03/04  01:00:00,0,0,0,0,,0,0,0,0
 03/04  02:00:00,0,0,0,0,,0,0,0,0
 03/04  03:00:00,0,0,0,0,,0,0,0,0
 03/04  04:00:00,0,0,0,0,,0,0,0,0
 03/04  05:00:00,0,0,0,0,,0,0,0,0
 03/04  06:00:00,0,0,0,0,,0,0,0,0
 03/04  07:00:00,0,8.35581296,10.34376685,0,,0,0,0,0
 03/04  08:00:00,0,76.54376371,116.695645,0,,0,1,1,0
 03/04  09:00:00,0,152.0740105,303.1471521,0,,0,1,1,0
 03/04  10:00:00,0,44.6344086,146.5830783,0,,0,0,1,0
 03/04  11:00:00,0,10.12319519,173.1738737,2.692601054,,0,0,1,0
 03/04  12:00:00,0,0,175.6779764,35.35261913,,0,0,1,0
 03/04  13:00:00,0,0,44.78154572,46.14278497,,0,0,0,0
 03/04  14:00:00,0,0,13.55937815,79.33476458,,0,0,0,1
 03/04  15:00:00,8.863511747,0,0.526842764,122.5301763,,0,0,0,1
 03/04  16:00:00,44.70585424,0,0,168.0457012,,0,0,0,1
 03/04  17:00:00,40.63416521,0,0,85.92992637,,0,0,0,1
 03/04  18:00:00,20.83538713,0,0,30.80742425,,0,0,0,0
 03/04  19:00:00,2.46193199,0,0,2.97352629,,0,0,0,0
 03/04  20:00:00,0,0,0,0,,0,0,0,0
 03/04  21:00:00,0,0,0,0,,0,0,0,0
 03/04  22:00:00,0,0,0,0,,0,0,0,0
 03/04  23:00:00,0,0,0,0,,0,0,0,0
 03/04  24:00:00,0,0,0,0,,0,0,0,0
 03/05  01:00:00,0,0,0,0,,0,0,0,0
 03/05  02:00:00,0,0,0,0,,0,0,0,0
 03/05  03:00:00,0,0,0,0,,0,0,0,0
 03/05  04:00:00,0,0,0,0,,0,0,0,0
 03/05  05:00:00,0,0,0,0,,0,0,0,0
 03/05  06:00:00,0,0,0,0,,0,0,0,0
 03/05  07:00:00,0,0.701195798,0.865436226,0,,0,0,0,0
 03/05  08:00:00,0,2.548780031,3.795864236,0,,0,0,0,0
 03/05  09:00:00,0,3.625378436,7.317145102,0,,0,0,0,0
 03/05  10:00:00,0,1.949948003,6.288574667,0,,0,0,0,0
 03/05  11:00:00,0,0.307091591,31.53459814,1.089261489,,0,0,0,0
 03/05  12:00:00,0,0,99.89989278,19.94314936,,0,0,1,0
 03/05  13:00:00,0,0,8.848837214,5.935432903,,0,0,0,0
 03/05  14:00:00,0,0,0.417373006,2.19026336,,0,0,0,0
 03/05  15:00:00,0.675147409,0,6.95E-03,5.827136581,,0,0,0,0
 03/05  16:00:00,12.12850907,0,0,41.89250385,,0,0,0,0
 03/05  17:00:00,39.54926382,0,0,81.1410972,,0,0,0,1
 03/05  18:00:00,28.89162885,0,0,42.51906038,,0,0,0,0
 03/05  19:00:00,3.614412051,0,0,4.365383228,,0,0,0,0
 03/05  20:00:00,0,0,0,0,,0,0,0,0
 03/05  21:00:00,0,0,0,0,,0,0,0,0
 03/05  22:00:00,0,0,0,0,,0,0,0,0
 03/05  23:00:00,0,0,0,0,,0,0,0,0
 03/05  24:00:00,0,0,0,0,,0,0,0,0
 03/06  01:00:00,0,0,0,0,,0,0,0,0
 03/06  02:00:00,0,0,0,0,,0,0,0,0
 03/06  03:00:00,0,0,0,0,,0,0,0,0
 03/06  04:00:00,0,0,0,0,,0,0,0,0
 03/06  05:00:00,0,0,0,0,,0,0,0,0
 03/06  06:00:00,0,0,0,0,,0,0,0,0
 03/06  07:00:00,0,3.052566435,3.778637152,0,,0,0,0,0
 03/06  08:00:00,0,13.54173058,19.68340576,0,,0,0,0,0
 03/06  09:00:00,0,3.378524609,6.492212018,0,,0,0,0,0
 03/06  10:00:00,0,0.783935566,2.675367393,0,,0,0,0,0
 03/06  11:00:00,0,0.26676921,3.699517476,3.60E-02,,0,0,0,0
 03/06  12:00:00,0,0,1.034638381,0.190869791,,0,0,0,0
 03/06  13:00:00,0,0,0.332847401,0.394218005,,0,0,0,0
 03/06  14:00:00,0,0,0.1875791,1.078559592,,0,0,0,0
 03/06  15:00:00,7.58E-02,0,5.56E-03,1.082734157,,0,0,0,0
 03/06  16:00:00,0.413697943,0,0,1.554053425,,0,0,0,0
 03/06  17:00:00,0.323781471,0,0,0.694469242,,0,0,0,0
 03/06  18:00:00,0.519047044,0,0,0.694542151,,0,0,0,0
 03/06  19:00:00,0.791624428,0,0,0.948558226,,0,0,0,0
 03/06  20:00:00,0,0,0,0,,0,0,0,0
 03/06  21:00:00,0,0,0,0,,0,0,0,0
 03/06  22:00:00,0,0,0,0,,0,0,0,0
 03/06  23:00:00,0,0,0,0,,0,0,0,0
 03/06  24:00:00,0,0,0,0,,0,0,0,0
 03/07  01:00:00,0,0,0,0,,0,0,0,0
 03/07  02:00:00,0,0,0,0,,0,0,0,0
 03/07  03:00:00,0,0,0,0,,0,0,0,0
 03/07  04:00:00,0,0,0,0,,0,0,0,0
 03/07  05:00:00,0,0,0,0,,0,0,0,0
 03/07  06:00:00,0,0,0,0,,0,0,0,0
 03/07  07:00:00,0,0.681785293,0.844399033,0,,0,0,0,0
 03/07  08:00:00,0,3.264459269,4.748542953,0,,0,0,0,0
 03/07  09:00:00,0,1.24156476,2.526506141,0,,0,0,0,0
 03/07  10:00:00,0,1.445082629,4.84510257,0,,0,0,0,0
 03/07  11:00:00,0,0.255220011,3.275733035,3.02E-02,,0,0,0,0
 03/07  12:00:00,0,0,0.936228191,0.171552695,,0,0,0,0
 03/07  13:00:00,0,0,0.15707233,0.14300734,,0,0,0,0
 03/07  14:00:00,0,0,1.357851218,13.89068788,,0,0,0,0
 03/07  15:00:00,7.04928251,0,0.323890142,96.42960655,,0,0,0,1
 03/07  16:00:00,31.37735487,0,0,115.6728717,,0,0,0,1
 03/07  17:00:00,57.43686842,0,0,119.0421968,,1,0,0,1
 03/07  18:00:00,33.82551652,0,0,49.99452488,,0,0,0,0
 03/07  19:00:00,3.980679747,0,0,4.808278862,,0,0,0,0
 03/07  20:00:00,0,0,0,0,,0,0,0,0
 03/07  21:00:00,0,0,0,0,,0,0,0,0
 03/07  22:00:00,0,0,0,0,,0,0,0,0
 03/07  23:00:00,0,0,0,0,,0,0,0,0
 03/07  24:00:00,0,0,0,0,,0,0,0,0
 03/08  01:00:00,0,0,0,0,,0,0,0,0
 03/08  02:00:00,0,0,0,0,,0,0,0,0
 03/08  03:00:00,0,0,0,0,,0,0,0,0
 03/08  04:00:00,0,0,0,0,,0,0,0,0
 03/08  05:00:00,0,0,0,0,,0,0,0,0
 03/08  06:00:00,0,0,0,0,,0,0,0,0
 03/08  07:00:00,0,41.98075099,51.9506073,0,,0,0,1,0
 03/08  08:00:00,0,193.4932617,283.2854757,0,,0,1,1,0
 03/08  09:00:00,0,115.5161103,231.4855515,0,,0,1,1,0
 03/08  10:00:00,0,69.87258413,229.572346,0,,0,1,1,0
 03/08  11:00:00,0,9.872159265,153.7716236,2.271163091,,0,0,1,0
 03/08  12:00:00,0,0,152.2962936,30.81446174,,0,0,1,0
 03/08  13:00:00,0,0,43.17037233,46.15532828,,0,0,0,0
 03/08  14:00:00,0,0,17.66053231,110.3215622,,0,0,0,1
 03/08  15:00:00,19.76490649,0,0.975840686,262.044485,,0,0,0,1
 03/08  16:00:00,97.99927762,0,0,372.5564219,,1,0,0,1
 03/08  17:00:00,51.48979473,0,0,111.1296412,,1,0,0,1
 03/08  18:00:00,42.80015073,0,0,62.12798021,,0,0,0,1
 03/08  19:00:00,9.669551503,0,0,11.63870425,,0,0,0,0
 03/08  20:00:00,0,0,0,0,,0,0,0,0
 03/08  21:00:00,0,0,0,0,,0,0,0,0
 03/08  22:00:00,0,0,0,0,,0,0,0,0
 03/08  23:00:00,0,0,0,0,,0,0,0,0
 03/08  24:00:00,0,0,0,0,,0,0,0,0
 03/09  01:00:00,0,0,0,0,,0,0,0,0
 03/09  02:00:00,0,0,0,0,,0,0,0,0
 03/09  03:00:00,0,0,0,0,,0,0,0,0
 03/09  04:00:00,0,0,0,0,,0,0,0,0
 03/09  05:00:00,0,0,0,0,,0,0,0,0
 03/09  06:00:00,0,0,0,0,,0,0,0,0
 03/09  07:00:00,0,19.1442766,23.70640582,0,,0,0,0,0
 03/09  08:00:00,0,116.0375376,172.4059818,0,,0,1,1,0
 03/09  09:00:00,0,133.4261469,268.6687984,0,,0,1,1,0
 03/09  10:00:00,0,71.32507336,230.9104498,0,,0,1,1,0
 03/09  11:00:00,0,7.259615749,80.60065067,0.55092815,,0,0,1,0
 03/09  12:00:00,0,0,10.75225496,2.062801612,,0,0,0,0
 03/09  13:00:00,0,0,15.70994552,23.19678956,,0,0,0,0
 03/09  14:00:00,0,0,19.82728296,121.9032175,,0,0,0,1
 03/09  15:00:00,15.91563911,0,0.901471061,217.1774573,,0,0,0,1
 03/09  16:00:00,88.72233043,0,0,328.1050391,,1,0,0,1
 03/09  17:00:00,138.0485637,0,0,284.5583739,,1,0,0,1
 03/09  18:00:00,140.2271868,0,0,204.9095486,,1,0,0,1
 03/09  19:00:00,18.4342689,0,0,22.27011408,,0,0,0,0
 03/09  20:00:00,0,0,0,0,,0,0,0,0
 03/09  21:00:00,0,0,0,0,,0,0,0,0
 03/09  22:00:00,0,0,0,0,,0,0,0,0
 03/09  23:00:00,0,0,0,0,,0,0,0,0
 03/09  24:00:00,0,0,0,0,,0,0,0,0
 03/10  01:00:00,0,0,0,0,,0,0,0,0
 03/10  02:00:00,0,0,0,0,,0,0,0,0
 03/10  03:00:00,0,0,0,0,,0,0,0,0
 03/10  04:00:00,0,0,0,0,,0,0,0,0
 03/10  05:00:00,0,0,0,0,,0,0,0,0
 03/10  06:00:00,0,0,0,0,,0,0,0,0
 03/10  07:00:00,0,5.818528616,7.198307671,0,,0,0,0,0
 03/10  08:00:00,0,24.54918557,35.78670215,0,,0,0,0,0
 03/10  09:00:00,0,8.841272653,17.10584225,0,,0,0,0,0
 03/10  10:00:00,0,0.824412106,2.552616007,0,,0,0,0,0
 03/10  11:00:00,0,0.205947139,3.205761989,3.99E-02,,0,0,0,0
 03/10  12:00:00,0,0,1.903287005,0.373239779,,0,0,0,0
 03/10  13:00:00,0,0,10.66738582,21.10702898,,0,0,0,0
 03/10  14:00:00,0,0,29.19071409,182.1766763,,0,0,0,1
 03/10  15:00:00,23.03204084,0,1.401207139,325.2067061,,0,0,0,1
 03/10  16:00:00,116.4215568,0,0,428.9934895,,1,0,0,1
 03/10  17:00:00,191.6054115,0,0,398.9379604,,1,0,0,1
 03/10  18:00:00,93.57162952,0,0,138.7880451,,1,0,0,1
 03/10  19:00:00,12.85319476,0,0,15.49882796,,0,0,0,0
 03/10  20:00:00,0,0,0,0,,0,0,0,0
 03/10  21:00:00,0,0,0,0,,0,0,0,0
 03/10  22:00:00,0,0,0,0,,0,0,0,0
 03/10  23:00:00,0,0,0,0,,0,0,0,0
 03/10  24:00:00,0,0,0,0,,0,0,0,0
 03/11  01:00:00,0,0,0,0,,0,0,0,0
 03/11  02:00:00,0,0,0,0,,0,0,0,0
 03/11  03:00:00,0,0,0,0,,0,0,0,0
 03/11  04:00:00,0,0,0,0,,0,0,0,0
 03/11  05:00:00,0,0,0,0,,0,0,0,0
 03/11  06:00:00,0,0,0,0,,0,0,0,0
 03/11  07:00:00,0,54.60460221,66.70050346,0,,0,1,1,0
 03/11  08:00:00,0,196.7261101,288.027239,0,,0,1,1,0
 03/11  09:00:00,0,127.4593875,257.9716359,0,,0,1,1,0
 03/11  10:00:00,0,102.2418745,338.7269602,0,,0,1,1,0
 03/11  11:00:00,0,15.70964557,207.62384,2.160016819,,0,0,1,0
 03/11  12:00:00,0,0,111.385831,23.73615496,,0,0,1,0
 03/11  13:00:00,0,0,83.088664,98.57980948,,0,0,1,1
 03/11  14:00:00,0,0,41.85734178,252.6140534,,0,0,0,1
 03/11  15:00:00,29.22471082,0,1.879396877,423.9851494,,0,0,0,1
 03/11  16:00:00,123.0707734,0,0,460.4157314,,1,0,0,1
 03/11  17:00:00,176.9634669,0,0,365.9015524,,1,0,0,1
 03/11  18:00:00,164.3152047,0,0,240.3606112,,1,0,0,1
 03/11  19:00:00,22.05409302,0,0,26.63509423,,0,0,0,0
 03/11  20:00:00,0,0,0,0,,0,0,0,0
 03/11  21:00:00,0,0,0,0,,0,0,0,0
 03/11  22:00:00,0,0,0,0,,0,0,0,0
 03/11  23:00:00,0,0,0,0,,0,0,0,0
 03/11  24:00:00,0,0,0,0,,0,0,0,0
 03/12  01:00:00,0,0,0,0,,0,0,0,0
 03/12  02:00:00,0,0,0,0,,0,0,0,0
 03/12  03:00:00,0,0,0,0,,0,0,0,0
 03/12  04:00:00,0,0,0,0,,0,0,0,0
 03/12  05:00:00,0,0,0,0,,0,0,0,0
 03/12  06:00:00,0,0,0,0,,0,0,0,0
 03/12  07:00:00,0,50.32331592,61.5133692,0,,0,1,1,0
 03/12  08:00:00,0,174.6129623,253.9257391,0,,0,1,1,0
 03/12  09:00:00,0,58.70750313,117.0366839,0,,0,1,1,0
 03/12  10:00:00,0,55.65448403,195.6462728,0,,0,1,1,0
 03/12  11:00:00,0,19.95625042,296.0688344,3.478250237,,0,0,1,0
 03/12  12:00:00,0,0,169.5504069,34.45836068,,0,0,1,0
 03/12  13:00:00,0,0,81.64611859,95.301834,,0,0,1,1
 03/12  14:00:00,0,0,41.22129014,245.9821339,,0,0,0,1
 03/12  15:00:00,26.55735964,0,1.697990596,379.617033,,0,0,0,1
 03/12  16:00:00,133.0272248,0,0,489.8420093,,1,0,0,1
 03/12  17:00:00,247.7264958,0,0,508.8771913,,1,0,0,1
 03/12  18:00:00,253.552075,0,0,369.9375951,,1,0,0,1
 03/12  19:00:00,41.28313604,0,0,49.78636419,,0,0,0,0
 03/12  20:00:00,0,0,0,0,,0,0,0,0
 03/12  21:00:00,0,0,0,0,,0,0,0,0
 03/12  22:00:00,0,0,0,0,,0,0,0,0
 03/12  23:00:00,0,0,0,0,,0,0,0,0
 03/12  24:00:00,0,0,0,0,,0,0,0,0
 03/13  01:00:00,0,0,0,0,,0,0,0,0
 03/13  02:00:00,0,0,0,0,,0,0,0,0
 03/13  03:00:00,0,0,0,0,,0,0,0,0
 03/13  04:00:00,0,0,0,0,,0,0,0,0
 03/13  05:00:00,0,0,0,0,,0,0,0,0
 03/13  06:00:00,0,0,0,0,,0,0,0,0
 03/13  07:00:00,0,61.32242525,74.928399,0,,0,1,1,0
 03/13  08:00:00,0,227.3754726,333.2769981,0,,0,1,1,0
 03/13  09:00:00,0,142.2194613,284.3947584,0,,0,1,1,0
 03/13  10:00:00,0,74.22016484,239.8564134,0,,0,1,1,0
 03/13  11:00:00,0,6.868493644,82.00338229,0.787351782,,0,0,1,0
 03/13  12:00:00,0,0,49.39048329,11.0772801,,0,0,0,0
 03/13  13:00:00,0,0,45.83904927,52.35221752,,0,0,0,1
 03/13  14:00:00,0,0,15.13638876,85.33274632,,0,0,0,1
 03/13  15:00:00,9.662772482,0,0.460813657,118.8684683,,0,0,0,1
 03/13  16:00:00,81.51540057,0,0,295.8005786,,1,0,0,1
 03/13  17:00:00,137.8024688,0,0,287.7631693,,1,0,0,1
 03/13  18:00:00,49.60353118,0,0,74.29352077,,0,0,0,1
 03/13  19:00:00,7.249119341,0,0,8.729254915,,0,0,0,0
 03/13  20:00:00,0,0,0,0,,0,0,0,0
 03/13  21:00:00,0,0,0,0,,0,0,0,0
 03/13  22:00:00,0,0,0,0,,0,0,0,0
 03/13  23:00:00,0,0,0,0,,0,0,0,0
 03/13  24:00:00,0,0,0,0,,0,0,0,0
 03/14  01:00:00,0,0,0,0,,0,0,0,0
 03/14  02:00:00,0,0,0,0,,0,0,0,0
 03/14  03:00:00,0,0,0,0,,0,0,0,0
 03/14  04:00:00,0,0,0,0,,0,0,0,0
 03/14  05:00:00,0,0,0,0,,0,0,0,0
 03/14  06:00:00,0,0,0,0,,0,0,0,0
 03/14  07:00:00,0,0.841775614,1.011719803,0,,0,0,0,0
 03/14  08:00:00,0,0.809384786,1.238445021,0,,0,0,0,0
 03/14  09:00:00,0,33.11850421,74.42466999,0,,0,0,1,0
 03/14  10:00:00,0,93.65332083,311.0643467,0,,0,1,1,0
 03/14  11:00:00,0,12.0065794,136.2466124,0.940511826,,0,0,1,0
 03/14  12:00:00,0,0,10.12105301,1.258199026,,0,0,0,0
 03/14  13:00:00,0,0,0.995118924,1.235444767,,0,0,0,0
 03/14  14:00:00,0,0,3.736645559,35.75794785,,0,0,0,0
 03/14  15:00:00,18.79873046,0,0.775668238,245.5976098,,0,0,0,1
 03/14  16:00:00,102.1958873,0,0,375.4651596,,1,0,0,1
 03/14  17:00:00,187.5018409,0,0,385.7219964,,1,0,0,1
 03/14  18:00:00,180.1694535,0,0,263.4039086,,1,0,0,1
 03/14  19:00:00,25.68068221,0,0,30.99957053,,0,0,0,0
 03/14  20:00:00,0,0,0,0,,0,0,0,0
 03/14  21:00:00,0,0,0,0,,0,0,0,0
 03/14  22:00:00,0,0,0,0,,0,0,0,0
 03/14  23:00:00,0,0,0,0,,0,0,0,0
 03/14  24:00:00,0,0,0,0,,0,0,0,0
 03/15  01:00:00,0,0,0,0,,0,0,0,0
 03/15  02:00:00,0,0,0,0,,0,0,0,0
 03/15  03:00:00,0,0,0,0,,0,0,0,0
 03/15  04:00:00,0,0,0,0,,0,0,0,0
 03/15  05:00:00,0,0,0,0,,0,0,0,0
 03/15  06:00:00,0,0,0,0,,0,0,0,0
 03/15  07:00:00,0,91.66985226,111.7468778,0,,0,1,1,0
 03/15  08:00:00,0,320.109077,472.0662592,0,,0,1,1,0
