"If incident beam > 100, viewglass no",,,,,,,,
Date/Time,AHU1 WIN NW OFFICE 1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU2 WIN NE BREAK ROOM:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SE OFFICE 2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SW OFFICE:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),,,,
 03/29  01:00:00,0,0,0,0,0,0,0,0
 03/29  02:00:00,0,0,0,0,0,0,0,0
 03/29  03:00:00,0,0,0,0,0,0,0,0
 03/29  04:00:00,0,0,0,0,0,0,0,0
 03/29  05:00:00,0,0,0,0,0,0,0,0
 03/29  06:00:00,0,0,0,0,0,0,0,0
 03/29  07:00:00,0,3.393965004,3.264080582,0,0,0,0,0
 03/29  08:00:00,0,53.56291554,64.80517284,0,0,1,1,0
 03/29  09:00:00,0,169.9449851,259.3897497,0,0,1,1,0
 03/29  10:00:00,0,103.4660962,230.3559767,0,0,1,1,0
 03/29  11:00:00,0,21.09161783,108.0101732,0,0,0,1,0
 03/29  12:00:00,0,0,44.85234615,6.585721584,0,0,0,0
 03/29  13:00:00,0,0,13.26637858,19.97330273,0,0,0,0
 03/29  14:00:00,0.883692753,0,3.712080476,61.32789546,0,0,0,1
 03/29  15:00:00,18.70307367,0,0,101.9070429,0,0,0,1
 03/29  16:00:00,60.65296121,0,0,136.6603821,1,0,0,1
 03/29  17:00:00,94.90476299,0,0,136.8323908,1,0,0,1
 03/29  18:00:00,76.8648812,0,0,83.5289897,1,0,0,1
 03/29  19:00:00,23.73092818,0,0,21.42369298,0,0,0,0
 03/29  20:00:00,0,0,0,0,0,0,0,0
 03/29  21:00:00,0,0,0,0,0,0,0,0
 03/29  22:00:00,0,0,0,0,0,0,0,0
 03/29  23:00:00,0,0,0,0,0,0,0,0
 03/29  24:00:00,0,0,0,0,0,0,0,0
 03/30  01:00:00,0,0,0,0,0,0,0,0
 03/30  02:00:00,0,0,0,0,0,0,0,0
 03/30  03:00:00,0,0,0,0,0,0,0,0
 03/30  04:00:00,0,0,0,0,0,0,0,0
 03/30  05:00:00,0,0,0,0,0,0,0,0
 03/30  06:00:00,0,0,0,0,0,0,0,0
 03/30  07:00:00,0,8.258648176,7.942596084,0,0,0,0,0
 03/30  08:00:00,0,72.78384955,86.63701961,0,0,1,1,0
 03/30  09:00:00,0,186.8579275,286.8071796,0,0,1,1,0
 03/30  10:00:00,0,154.2508294,349.3689912,0,0,1,1,0
 03/30  11:00:00,0,49.58744841,268.2374941,0,0,0,1,0
 03/30  12:00:00,0,0,145.9304301,22.03819926,0,0,1,0
 03/30  13:00:00,0,0,45.40999239,67.5985764,0,0,0,1
 03/30  14:00:00,2.859386693,0,11.76924314,195.080696,0,0,0,1
 03/30  15:00:00,60.46523769,0,0,332.4732609,1,0,0,1
 03/30  16:00:00,165.5215564,0,0,376.2339107,1,0,0,1
 03/30  17:00:00,225.1017284,0,0,325.4025729,1,0,0,1
 03/30  18:00:00,170.357956,0,0,185.4509736,1,0,0,1
 03/30  19:00:00,46.80434657,0,0,42.30913276,0,0,0,0
 03/30  20:00:00,0,0,0,0,0,0,0,0
 03/30  21:00:00,0,0,0,0,0,0,0,0
 03/30  22:00:00,0,0,0,0,0,0,0,0
 03/30  23:00:00,0,0,0,0,0,0,0,0
 03/30  24:00:00,0,0,0,0,0,0,0,0
 03/31  01:00:00,0,0,0,0,0,0,0,0
 03/31  02:00:00,0,0,0,0,0,0,0,0
 03/31  03:00:00,0,0,0,0,0,0,0,0
 03/31  04:00:00,0,0,0,0,0,0,0,0
 03/31  05:00:00,0,0,0,0,0,0,0,0
 03/31  06:00:00,0,0,0,0,0,0,0,0
 03/31  07:00:00,0,12.89706701,12.40350621,0,0,0,0,0
 03/31  08:00:00,0,88.74297576,104.5300848,0,0,1,1,0
 03/31  09:00:00,0,182.3480696,279.7568125,0,0,1,1,0
 03/31  10:00:00,0,152.0726476,344.4596357,0,0,1,1,0
 03/31  11:00:00,0,48.52731841,261.3377825,0,0,0,1,0
 03/31  12:00:00,0,0,137.3958118,20.70350039,0,0,1,0
 03/31  13:00:00,0,0,43.17090611,64.68648312,0,0,0,1
 03/31  14:00:00,2.832624654,0,11.57752234,192.8724495,0,0,0,1
 03/31  15:00:00,60.98152573,0,0,333.6710858,1,0,0,1
 03/31  16:00:00,177.6392913,0,0,402.9961139,1,0,0,1
 03/31  17:00:00,247.7087165,0,0,357.4743755,1,0,0,1
 03/31  18:00:00,210.8452934,0,0,228.9164638,1,0,0,1
 03/31  19:00:00,65.19273924,0,0,58.86157821,1,0,0,1
 03/31  20:00:00,0,0,0,0,0,0,0,0
 03/31  21:00:00,0,0,0,0,0,0,0,0
 03/31  22:00:00,0,0,0,0,0,0,0,0
 03/31  23:00:00,0,0,0,0,0,0,0,0
 03/31  24:00:00,0,0,0,0,0,0,0,0
 04/01  01:00:00,0,0,0,0,0,0,0,0
 04/01  02:00:00,0,0,0,0,0,0,0,0
 04/01  03:00:00,0,0,0,0,0,0,0,0
 04/01  04:00:00,0,0,0,0,0,0,0,0
 04/01  05:00:00,0,0,0,0,0,0,0,0
 04/01  06:00:00,0,0,0,0,0,0,0,0
 04/01  07:00:00,0,5.99600484,5.766542362,0,0,0,0,0
 04/01  08:00:00,0,61.28440845,73.32269705,0,0,1,1,0
 04/01  09:00:00,0,170.5367205,261.4747821,0,0,1,1,0
 04/01  10:00:00,0,136.5965112,310.1123949,0,0,1,1,0
 04/01  11:00:00,0,46.53615092,247.0275348,0,0,0,1,0
 04/01  12:00:00,0,0,106.7314619,15.53948397,0,0,1,0
 04/01  13:00:00,0,0,30.05730032,44.32322555,0,0,0,0
 04/01  14:00:00,1.783930942,0,7.550345717,123.5321811,0,0,0,1
 04/01  15:00:00,42.5000131,0,0,225.9288202,0,0,0,1
 04/01  16:00:00,168.5171455,0,0,379.0493184,1,0,0,1
 04/01  17:00:00,243.8883376,0,0,352.2956937,1,0,0,1
 04/01  18:00:00,193.4319315,0,0,210.034501,1,0,0,1
 04/01  19:00:00,66.11169067,0,0,59.61538051,1,0,0,1
 04/01  20:00:00,0,0,0,0,0,0,0,0
 04/01  21:00:00,0,0,0,0,0,0,0,0
 04/01  22:00:00,0,0,0,0,0,0,0,0
 04/01  23:00:00,0,0,0,0,0,0,0,0
 04/01  24:00:00,0,0,0,0,0,0,0,0
 04/02  01:00:00,0,0,0,0,0,0,0,0
 04/02  02:00:00,0,0,0,0,0,0,0,0
 04/02  03:00:00,0,0,0,0,0,0,0,0
 04/02  04:00:00,0,0,0,0,0,0,0,0
 04/02  05:00:00,0,0,0,0,0,0,0,0
 04/02  06:00:00,0,0,0,0,0,0,0,0
 04/02  07:00:00,0,4.412154505,4.243304757,0,0,0,0,0
 04/02  08:00:00,0,54.76289617,65.88928985,0,0,1,1,0
 04/02  09:00:00,0,168.7305477,258.9412859,0,0,1,1,0
 04/02  10:00:00,0,138.2312165,313.922899,0,0,1,1,0
 04/02  11:00:00,0,47.77662158,258.0545831,0,0,0,1,0
 04/02  12:00:00,0,0,133.6082431,20.04857473,0,0,1,0
 04/02  13:00:00,0,0,41.1627551,61.24809555,0,0,0,1
 04/02  14:00:00,2.668578791,0,10.65585756,178.889598,0,0,0,1
 04/02  15:00:00,59.62548127,0,0,325.2919127,1,0,0,1
 04/02  16:00:00,176.7455356,0,0,400.49269,1,0,0,1
 04/02  17:00:00,252.0676066,0,0,363.7363407,1,0,0,1
 04/02  18:00:00,210.0688246,0,0,228.1930256,1,0,0,1
 04/02  19:00:00,63.54713163,0,0,57.3877243,1,0,0,1
 04/02  20:00:00,0,0,0,0,0,0,0,0
 04/02  21:00:00,0,0,0,0,0,0,0,0
 04/02  22:00:00,0,0,0,0,0,0,0,0
 04/02  23:00:00,0,0,0,0,0,0,0,0
 04/02  24:00:00,0,0,0,0,0,0,0,0
 04/03  01:00:00,0,0,0,0,0,0,0,0
 04/03  02:00:00,0,0,0,0,0,0,0,0
 04/03  03:00:00,0,0,0,0,0,0,0,0
 04/03  04:00:00,0,0,0,0,0,0,0,0
 04/03  05:00:00,0,0,0,0,0,0,0,0
 04/03  06:00:00,0,0,0,0,0,0,0,0
 04/03  07:00:00,0,15.04657818,14.47075725,0,0,0,0,0
 04/03  08:00:00,0,96.8945506,113.7552204,0,0,1,1,0
 04/03  09:00:00,0,183.6250413,281.6681795,0,0,1,1,0
 04/03  10:00:00,0,153.7359684,348.1626544,0,0,1,1,0
 04/03  11:00:00,0,48.59324614,260.9375207,0,0,0,1,0
 04/03  12:00:00,0,0,133.9579373,20.09655545,0,0,1,0
 04/03  13:00:00,0,0,41.24057786,61.48451452,0,0,0,1
 04/03  14:00:00,2.700027696,0,10.81241935,181.4507964,0,0,0,1
 04/03  15:00:00,59.83133786,0,0,326.6884918,1,0,0,1
 04/03  16:00:00,176.558128,0,0,400.0621011,1,0,0,1
 04/03  17:00:00,251.9109923,0,0,363.6057065,1,0,0,1
 04/03  18:00:00,210.0398284,0,0,227.8387222,1,0,0,1
 04/03  19:00:00,74.00316247,0,0,66.7167626,1,0,0,1
 04/03  20:00:00,0,0,0,0,0,0,0,0
 04/03  21:00:00,0,0,0,0,0,0,0,0
 04/03  22:00:00,0,0,0,0,0,0,0,0
 04/03  23:00:00,0,0,0,0,0,0,0,0
 04/03  24:00:00,0,0,0,0,0,0,0,0
 04/04  01:00:00,0,0,0,0,0,0,0,0
 04/04  02:00:00,0,0,0,0,0,0,0,0
 04/04  03:00:00,0,0,0,0,0,0,0,0
 04/04  04:00:00,0,0,0,0,0,0,0,0
 04/04  05:00:00,0,0,0,0,0,0,0,0
 04/04  06:00:00,0,0,0,0,0,0,0,0
 04/04  07:00:00,0,5.204079673,5.00492356,0,0,0,0,0
 04/04  08:00:00,0,59.31137408,71.19584058,0,0,1,1,0
 04/04  09:00:00,0,174.933039,268.2961802,0,0,1,1,0
 04/04  10:00:00,0,140.5237241,318.92407,0,0,1,1,0
 04/04  11:00:00,0,48.01845704,259.0755368,0,0,0,1,0
 04/04  12:00:00,0,0,133.2619386,19.97077518,0,0,1,0
 04/04  13:00:00,0,0,40.87482199,60.84612039,0,0,0,1
 04/04  14:00:00,2.65944861,0,10.62744947,178.4134721,0,0,0,1
 04/04  15:00:00,53.67074217,0,0,300.5905427,1,0,0,1
 04/04  16:00:00,108.068419,0,0,248.5610137,1,0,0,1
 04/04  17:00:00,142.3290981,0,0,205.1671945,1,0,0,1
 04/04  18:00:00,129.2069455,0,0,140.4106729,1,0,0,1
 04/04  19:00:00,31.69154638,0,0,28.70687347,0,0,0,0
 04/04  20:00:00,0,0,0,0,0,0,0,0
 04/04  21:00:00,0,0,0,0,0,0,0,0
 04/04  22:00:00,0,0,0,0,0,0,0,0
 04/04  23:00:00,0,0,0,0,0,0,0,0
 04/04  24:00:00,0,0,0,0,0,0,0,0
 04/05  01:00:00,0,0,0,0,0,0,0,0
 04/05  02:00:00,0,0,0,0,0,0,0,0
 04/05  03:00:00,0,0,0,0,0,0,0,0
 04/05  04:00:00,0,0,0,0,0,0,0,0
 04/05  05:00:00,0,0,0,0,0,0,0,0
 04/05  06:00:00,0,0,0,0,0,0,0,0
 04/05  07:00:00,0,4.185890171,4.025699385,0,0,0,0,0
 04/05  08:00:00,0,55.19255743,66.50807008,0,0,1,1,0
 04/05  09:00:00,0,174.1486027,267.2539048,0,0,1,1,0
 04/05  10:00:00,0,141.7368841,321.623071,0,0,1,1,0
 04/05  11:00:00,0,48.0293609,258.897757,0,0,0,1,0
 04/05  12:00:00,0,0,132.5820298,19.85339935,0,0,1,0
 04/05  13:00:00,0,0,40.51589435,60.26933139,0,0,0,1
 04/05  14:00:00,2.538427407,0,10.49183732,173.610136,0,0,0,1
 04/05  15:00:00,53.32106745,0,0,293.4284505,1,0,0,1
 04/05  16:00:00,148.8752282,0,0,337.0203665,1,0,0,1
 04/05  17:00:00,224.6907698,0,0,324.388214,1,0,0,1
 04/05  18:00:00,169.7978474,0,0,184.5969249,1,0,0,1
 04/05  19:00:00,55.97959245,0,0,50.49197794,1,0,0,1
 04/05  20:00:00,0,0,0,0,0,0,0,0
 04/05  21:00:00,0,0,0,0,0,0,0,0
 04/05  22:00:00,0,0,0,0,0,0,0,0
 04/05  23:00:00,0,0,0,0,0,0,0,0
 04/05  24:00:00,0,0,0,0,0,0,0,0
 04/06  01:00:00,0,0,0,0,0,0,0,0
 04/06  02:00:00,0,0,0,0,0,0,0,0
 04/06  03:00:00,0,0,0,0,0,0,0,0
 04/06  04:00:00,0,0,0,0,0,0,0,0
 04/06  05:00:00,0,0,0,0,0,0,0,0
 04/06  06:00:00,0,0,0,0,0,0,0,0
 04/06  07:00:00,0,5.65660834,5.440134304,0,0,0,0,0
 04/06  08:00:00,0,61.0274951,73.13797439,0,0,1,1,0
 04/06  09:00:00,0,174.7513262,267.9407345,0,0,1,1,0
 04/06  10:00:00,0,138.2090043,313.1531074,0,0,1,1,0
 04/06  11:00:00,0,45.53127767,246.1138986,0,0,0,1,0
 04/06  12:00:00,0,0,129.8151617,19.35427106,0,0,1,0
 04/06  13:00:00,0,0,36.66436728,52.68901916,0,0,0,1
 04/06  14:00:00,1.631075879,0,7.824170823,120.2825083,0,0,0,1
 04/06  15:00:00,29.51038785,0,0,165.2052261,0,0,0,1
 04/06  16:00:00,73.9102567,0,0,167.3083551,1,0,0,1
 04/06  17:00:00,132.3660594,0,0,189.1485604,1,0,0,1
 04/06  18:00:00,157.8466671,0,0,170.9674303,1,0,0,1
 04/06  19:00:00,41.73289722,0,0,37.78041609,0,0,0,0
 04/06  20:00:00,0,0,0,0,0,0,0,0
 04/06  21:00:00,0,0,0,0,0,0,0,0
 04/06  22:00:00,0,0,0,0,0,0,0,0
 04/06  23:00:00,0,0,0,0,0,0,0,0
 04/06  24:00:00,0,0,0,0,0,0,0,0
 04/07  01:00:00,0,0,0,0,0,0,0,0
 04/07  02:00:00,0,0,0,0,0,0,0,0
 04/07  03:00:00,0,0,0,0,0,0,0,0
 04/07  04:00:00,0,0,0,0,0,0,0,0
 04/07  05:00:00,0,0,0,0,0,0,0,0
 04/07  06:00:00,0,0,0,0,0,0,0,0
 04/07  07:00:00,0,4.638418839,4.460910129,0,0,0,0,0
 04/07  08:00:00,0,59.48412199,71.62989814,0,0,1,1,0
 04/07  09:00:00,0,177.8952336,271.8548011,0,0,1,1,0
 04/07  10:00:00,0,117.0852203,262.0565849,0,0,1,1,0
 04/07  11:00:00,0,27.92037211,144.4632442,0,0,0,1,0
 04/07  12:00:00,0,0,57.67308652,8.196445189,0,0,1,0
 04/07  13:00:00,0,0,14.49480986,21.84495557,0,0,0,0
 04/07  14:00:00,1.067226807,0,4.366745701,73.36555913,0,0,0,1
 04/07  15:00:00,23.32973692,0,0,126.1763208,0,0,0,1
 04/07  16:00:00,84.05724219,0,0,188.1749521,1,0,0,1
 04/07  17:00:00,139.5910066,0,0,202.0038084,1,0,0,1
 04/07  18:00:00,72.49125593,0,0,79.70475612,1,0,0,1
 04/07  19:00:00,13.61927497,0,0,12.36130293,0,0,0,0
 04/07  20:00:00,0,0,0,0,0,0,0,0
 04/07  21:00:00,0,0,0,0,0,0,0,0
 04/07  22:00:00,0,0,0,0,0,0,0,0
 04/07  23:00:00,0,0,0,0,0,0,0,0
 04/07  24:00:00,0,0,0,0,0,0,0,0
 04/08  01:00:00,0,0,0,0,0,0,0,0
 04/08  02:00:00,0,0,0,0,0,0,0,0
 04/08  03:00:00,0,0,0,0,0,0,0,0
 04/08  04:00:00,0,0,0,0,0,0,0,0
 04/08  05:00:00,0,0,0,0,0,0,0,0
 04/08  06:00:00,0,0,0,0,0,0,0,0
 04/08  07:00:00,0,5.090947506,4.896120874,0,0,0,0,0
 04/08  08:00:00,0,58.36725512,70.07436828,0,0,1,1,0
 04/08  09:00:00,0,172.8976163,265.2152329,0,0,1,1,0
 04/08  10:00:00,0,138.2359418,313.1762264,0,0,1,1,0
 04/08  11:00:00,0,45.25611693,244.6671063,0,0,0,1,0
 04/08  12:00:00,0,0,130.8269493,19.69087656,0,0,1,0
 04/08  13:00:00,0,0,40.25358234,59.8708637,0,0,0,1
 04/08  14:00:00,2.531197335,0,10.41684268,172.6730789,0,0,0,1
 04/08  15:00:00,55.8959835,0,0,303.9945897,1,0,0,1
 04/08  16:00:00,176.6875183,0,0,399.2243578,1,0,0,1
 04/08  17:00:00,261.3153021,0,0,376.9039465,1,0,0,1
 04/08  18:00:00,217.7337258,0,0,236.533558,1,0,0,1
 04/08  19:00:00,65.84725991,0,0,59.46456145,1,0,0,1
 04/08  20:00:00,0,0,0,0,0,0,0,0
 04/08  21:00:00,0,0,0,0,0,0,0,0
 04/08  22:00:00,0,0,0,0,0,0,0,0
 04/08  23:00:00,0,0,0,0,0,0,0,0
 04/08  24:00:00,0,0,0,0,0,0,0,0
 04/09  01:00:00,0,0,0,0,0,0,0,0
 04/09  02:00:00,0,0,0,0,0,0,0,0
 04/09  03:00:00,0,0,0,0,0,0,0,0
 04/09  04:00:00,0,0,0,0,0,0,0,0
 04/09  05:00:00,0,0,0,0,0,0,0,0
 04/09  06:00:00,0,0,0,0,0,0,0,0
 04/09  07:00:00,0,11.31321668,10.88026861,0,0,0,0,0
 04/09  08:00:00,0,82.56485595,97.52063687,0,0,1,1,0
 04/09  09:00:00,0,177.2227463,271.4202238,0,0,1,1,0
 04/09  10:00:00,0,139.13152,315.2317476,0,0,1,1,0
 04/09  11:00:00,0,45.73183345,247.1257614,0,0,0,1,0
 04/09  12:00:00,0,0,131.3353208,19.75895834,0,0,1,0
 04/09  13:00:00,0,0,40.43275081,60.13026514,0,0,0,1
 04/09  14:00:00,2.537569944,0,10.44798295,173.1353243,0,0,0,1
 04/09  15:00:00,56.03649039,0,0,304.7587789,1,0,0,1
 04/09  16:00:00,176.7615897,0,0,399.5237302,1,0,0,1
 04/09  17:00:00,261.9911372,0,0,377.522139,1,0,0,1
 04/09  18:00:00,232.4630981,0,0,252.3221473,1,0,0,1
 04/09  19:00:00,70.13438434,0,0,63.34663079,1,0,0,1
 04/09  20:00:00,0,0,0,0,0,0,0,0
 04/09  21:00:00,0,0,0,0,0,0,0,0
 04/09  22:00:00,0,0,0,0,0,0,0,0
 04/09  23:00:00,0,0,0,0,0,0,0,0
 04/09  24:00:00,0,0,0,0,0,0,0,0
 04/10  01:00:00,0,0,0,0,0,0,0,0
 04/10  02:00:00,0,0,0,0,0,0,0,0
 04/10  03:00:00,0,0,0,0,0,0,0,0
 04/10  04:00:00,0,0,0,0,0,0,0,0
 04/10  05:00:00,0,0,0,0,0,0,0,0
 04/10  06:00:00,0,0,0,0,0,0,0,0
 04/10  07:00:00,0,5.882872673,5.657739676,0,0,0,0,0
 04/10  08:00:00,0,69.09679751,83.01218522,0,0,1,1,0
 04/10  09:00:00,0,199.4009926,304.7538673,0,0,1,1,0
 04/10  10:00:00,0,139.0376653,314.2847464,0,0,1,1,0
 04/10  11:00:00,0,44.62642733,238.6818831,0,0,0,1,0
 04/10  12:00:00,0,0,112.8783248,16.40676843,0,0,1,0
 04/10  13:00:00,0,0,29.37458375,43.00578281,0,0,0,0
 04/10  14:00:00,1.847813031,0,7.42330456,124.3309787,0,0,0,1
 04/10  15:00:00,43.53803047,0,0,234.1145807,0,0,0,1
 04/10  16:00:00,145.5254717,0,0,330.4775437,1,0,0,1
 04/10  17:00:00,176.7708228,0,0,255.5644405,1,0,0,1
 04/10  18:00:00,159.3877112,0,0,172.8339845,1,0,0,1
 04/10  19:00:00,50.30531294,0,0,45.41633385,1,0,0,0
 04/10  20:00:00,0,0,0,0,0,0,0,0
 04/10  21:00:00,0,0,0,0,0,0,0,0
 04/10  22:00:00,0,0,0,0,0,0,0,0
 04/10  23:00:00,0,0,0,0,0,0,0,0
 04/10  24:00:00,0,0,0,0,0,0,0,0
 04/11  01:00:00,0,0,0,0,0,0,0,0
 04/11  02:00:00,0,0,0,0,0,0,0,0
 04/11  03:00:00,0,0,0,0,0,0,0,0
 04/11  04:00:00,0,0,0,0,0,0,0,0
 04/11  05:00:00,0,0,0,0,0,0,0,0
 04/11  06:00:00,0,0,0,0,0,0,0,0
 04/11  07:00:00,0,6.007937535,4.124867748,0,0,0,0,0
 04/11  08:00:00,0,65.6115216,60.44850767,0,0,1,1,0
 04/11  09:00:00,0,190.8730817,219.9098664,0,0,1,1,0
 04/11  10:00:00,0,152.2574913,243.3660192,0,0,1,1,0
 04/11  11:00:00,0,59.09860867,163.9334261,0,0,1,1,0
 04/11  12:00:00,0,2.86382165,43.21402881,5.664953539,0,0,0,0
 04/11  13:00:00,0,0,12.76298406,16.06102178,0,0,0,0
 04/11  14:00:00,12.21817085,0,0.537284009,101.5202086,0,0,0,1
 04/11  15:00:00,66.85384061,0,0,192.3837346,1,0,0,1
 04/11  16:00:00,141.1452917,0,0,204.6505707,1,0,0,1
 04/11  17:00:00,214.2583907,0,0,222.4014311,1,0,0,1
 04/11  18:00:00,193.7796303,0,0,159.3383275,1,0,0,1
 04/11  19:00:00,56.42059333,0,0,39.14424054,1,0,0,0
 04/11  20:00:00,0,0,0,0,0,0,0,0
 04/11  21:00:00,0,0,0,0,0,0,0,0
 04/11  22:00:00,0,0,0,0,0,0,0,0
 04/11  23:00:00,0,0,0,0,0,0,0,0
 04/11  24:00:00,0,0,0,0,0,0,0,0
 04/12  01:00:00,0,0,0,0,0,0,0,0
 04/12  02:00:00,0,0,0,0,0,0,0,0
 04/12  03:00:00,0,0,0,0,0,0,0,0
 04/12  04:00:00,0,0,0,0,0,0,0,0
 04/12  05:00:00,0,0,0,0,0,0,0,0
 04/12  06:00:00,0,0,0,0,0,0,0,0
 04/12  07:00:00,0,7.930477546,5.444825427,0,0,0,0,0
 04/12  08:00:00,0,60.5973853,54.86179927,0,0,1,1,0
 04/12  09:00:00,0,127.9723739,146.4699254,0,0,1,1,0
 04/12  10:00:00,0,75.26229607,119.3417525,0,0,1,1,0
 04/12  11:00:00,0,25.16663014,69.86365854,0,0,0,1,0
 04/12  12:00:00,0,1.290946278,19.8733094,2.706861723,0,0,0,0
 04/12  13:00:00,0,0,6.330293688,7.968850797,0,0,0,0
 04/12  14:00:00,6.089212039,0,0.266369229,50.4832595,0,0,0,1
 04/12  15:00:00,39.28730936,0,0,109.3548499,0,0,0,1
 04/12  16:00:00,118.5624449,0,0,171.9207627,1,0,0,1
 04/12  17:00:00,132.24927,0,0,138.0935029,1,0,0,1
 04/12  18:00:00,101.4179964,0,0,83.57028834,1,0,0,1
 04/12  19:00:00,26.73651175,0,0,18.56803183,0,0,0,0
 04/12  20:00:00,0,0,0,0,0,0,0,0
 04/12  21:00:00,0,0,0,0,0,0,0,0
 04/12  22:00:00,0,0,0,0,0,0,0,0
 04/12  23:00:00,0,0,0,0,0,0,0,0
 04/12  24:00:00,0,0,0,0,0,0,0,0
 04/13  01:00:00,0,0,0,0,0,0,0,0
 04/13  02:00:00,0,0,0,0,0,0,0,0
 04/13  03:00:00,0,0,0,0,0,0,0,0
 04/13  04:00:00,0,0,0,0,0,0,0,0
 04/13  05:00:00,0,0,0,0,0,0,0,0
 04/13  06:00:00,0,0,0,0,0,0,0,0
 04/13  07:00:00,0,6.368413787,4.372359812,0,0,0,0,0
 04/13  08:00:00,0,61.36437357,56.23126625,0,0,1,1,0
 04/13  09:00:00,0,159.7481814,183.4130856,0,0,1,1,0
 04/13  10:00:00,0,106.5654978,169.1331842,0,0,1,1,0
 04/13  11:00:00,0,33.46105444,91.42872712,0,0,0,1,0
 04/13  12:00:00,0,1.352525837,19.44071066,2.264338964,0,0,0,0
 04/13  13:00:00,0,0,4.519484156,5.821241021,0,0,0,0
 04/13  14:00:00,5.807785192,0,0.224322892,47.33336135,0,0,0,0
 04/13  15:00:00,37.10441476,0,0,104.2103158,0,0,0,1
 04/13  16:00:00,104.4668874,0,0,150.9764124,1,0,0,1
 04/13  17:00:00,148.6996567,0,0,154.3680495,1,0,0,1
 04/13  18:00:00,142.8867732,0,0,117.4598241,1,0,0,1
 04/13  19:00:00,38.8163914,0,0,26.95825678,0,0,0,0
 04/13  20:00:00,0,0,0,0,0,0,0,0
 04/13  21:00:00,0,0,0,0,0,0,0,0
 04/13  22:00:00,0,0,0,0,0,0,0,0
 04/13  23:00:00,0,0,0,0,0,0,0,0
 04/13  24:00:00,0,0,0,0,0,0,0,0
 04/14  01:00:00,0,0,0,0,0,0,0,0
 04/14  02:00:00,0,0,0,0,0,0,0,0
 04/14  03:00:00,0,0,0,0,0,0,0,0
 04/14  04:00:00,0,0,0,0,0,0,0,0
 04/14  05:00:00,0,0,0,0,0,0,0,0
 04/14  06:00:00,0,0,0,0,0,0,0,0
 04/14  07:00:00,0,6.488572538,4.454857167,0,0,0,0,0
 04/14  08:00:00,0,68.09132265,62.63020578,0,0,1,1,0
 04/14  09:00:00,0,193.1635265,222.4658924,0,0,1,1,0
 04/14  10:00:00,0,151.8643798,242.6587875,0,0,1,1,0
 04/14  11:00:00,0,58.61587774,162.6054527,0,0,1,1,0
 04/14  12:00:00,0,2.848175093,43.01591572,5.648040504,0,0,0,0
 04/14  13:00:00,0,0,12.74361617,16.03746921,0,0,0,0
 04/14  14:00:00,12.83511347,0,0.536602176,105.1323049,0,0,0,1
 04/14  15:00:00,84.09011663,0,0,236.7800193,1,0,0,1
 04/14  16:00:00,222.3657414,0,0,322.0948386,1,0,0,1
 04/14  17:00:00,294.2766921,0,0,306.1912136,1,0,0,1
 04/14  18:00:00,254.0113467,0,0,208.877752,1,0,0,1
 04/14  19:00:00,76.39868936,0,0,52.98128541,1,0,0,1
 04/14  20:00:00,0,0,0,0,0,0,0,0
 04/14  21:00:00,0,0,0,0,0,0,0,0
 04/14  22:00:00,0,0,0,0,0,0,0,0
 04/14  23:00:00,0,0,0,0,0,0,0,0
 04/14  24:00:00,0,0,0,0,0,0,0,0
 04/15  01:00:00,0,0,0,0,0,0,0,0
 04/15  02:00:00,0,0,0,0,0,0,0,0
 04/15  03:00:00,0,0,0,0,0,0,0,0
 04/15  04:00:00,0,0,0,0,0,0,0,0
 04/15  05:00:00,0,0,0,0,0,0,0,0
 04/15  06:00:00,0,0,0,0,0,0,0,0
 04/15  07:00:00,0,6.007937535,4.124867748,0,0,0,0,0
 04/15  08:00:00,0,56.66995351,51.87807815,0,0,1,1,0
 04/15  09:00:00,0,142.235076,162.9798673,0,0,1,1,0
 04/15  10:00:00,0,88.80904492,141.4747308,0,0,1,1,0
 04/15  11:00:00,0,33.92783729,94.09776496,0,0,0,1,0
 04/15  12:00:00,0,1.631205691,24.42832197,3.110315762,0,0,0,0
 04/15  13:00:00,0,0,6.587638145,8.244989646,0,0,0,0
 04/15  14:00:00,6.094785957,0,0.267960172,50.51037403,0,0,0,1
 04/15  15:00:00,39.31578744,0,0,109.6769938,0,0,0,1
 04/15  16:00:00,121.8869597,0,0,175.7129229,1,0,0,1
 04/15  17:00:00,177.8725145,0,0,184.8212905,1,0,0,1
 04/15  18:00:00,159.4699553,0,0,131.0635698,1,0,0,1
 04/15  19:00:00,60.92283071,0,0,41.61985005,1,0,0,0
 04/15  20:00:00,0,0,0,0,0,0,0,0
 04/15  21:00:00,0,0,0,0,0,0,0,0
 04/15  22:00:00,0,0,0,0,0,0,0,0
 04/15  23:00:00,0,0,0,0,0,0,0,0
 04/15  24:00:00,0,0,0,0,0,0,0,0
 04/16  01:00:00,0,0,0,0,0,0,0,0
 04/16  02:00:00,0,0,0,0,0,0,0,0
 04/16  03:00:00,0,0,0,0,0,0,0,0
 04/16  04:00:00,0,0,0,0,0,0,0,0
 04/16  05:00:00,0,0,0,0,0,0,0,0
